FILENAME;label
FASDD_t_34891.jpg;3
FASDD_t_09547.jpg;2
FASDD_t_27911_1.jpg;1
FASDD_t_69325_1.jpg;0
FASDD_t_12134.jpg;2
FASDD_t_20554_1.jpg;1
FASDD_t_78674.jpg;0
FASDD_t_46056.jpg;3
FASDD_t_18931.jpg;2
FASDD_t_44462.jpg;3
FASDD_t_29415_1.jpg;3
D-Fire_16583.jpg;0
FASDD_t_61022.jpg;3
FASDD_t_20280_1.jpg;1
FASDD_t_62802_1.jpg;3
FASDD_t_52929.jpg;3
FASDD_t_46112_1.jpg;3
FASDD_t_50012.jpg;3
FASDD_t_85951.jpg;0
FASDD_t_26846.jpg;1
D-Fire_07736.jpg;2
FASDD_t_29131_1.jpg;1
D-Fire_00468.jpg;3
FASDD_t_21778_2.jpg;1
FASDD_t_17445.jpg;2
D-Fire_06791.jpg;2
FASDD_t_09482_1.jpg;2
FASDD_t_28918_1.jpg;1
D-Fire_01583_1.jpg;3
FASDD_t_63459.jpg;3
FASDD_t_20763_1.jpg;1
FASDD_t_69330.jpg;0
FASDD_t_64772.jpg;3
D-Fire_04157.jpg;2
D-Fire_02393.jpg;3
FASDD_t_24001.jpg;1
FASDD_t_86383_1.jpg;0
FASDD_t_28827_1.jpg;1
FASDD_t_55278.jpg;3
FASDD_t_28817.jpg;1
FASDD_t_79431.jpg;0
FASDD_t_79848.jpg;0
FASDD_t_39660.jpg;3
FASDD_t_38626.jpg;3
FASDD_t_48144.jpg;3
FASDD_t_34524.jpg;3
D-Fire_08342.jpg;3
FASDD_t_29951.jpg;3
FASDD_t_27066_2.jpg;1
FASDD_t_10859.jpg;2
FASDD_t_63874.jpg;3
FASDD_t_58905.jpg;3
FASDD_t_44443.jpg;3
FASDD_t_46439.jpg;3
FASDD_t_64179.jpg;3
FASDD_t_40867.jpg;3
FASDD_t_09348.jpg;2
FASDD_t_18292.jpg;2
FASDD_t_14050.jpg;2
FASDD_t_80559.jpg;0
FASDD_t_68957.jpg;0
FASDD_t_34799.jpg;3
D-Fire_12024.jpg;2
FASDD_t_42023.jpg;3
FASDD_t_65327.jpg;3
FASDD_t_66624.jpg;0
FASDD_t_02040.jpg;2
Selfmade_1027_1.jpg;1
FASDD_t_81985.jpg;0
FASDD_t_65170.jpg;3
FASDD_t_23777.jpg;1
FASDD_t_48588.jpg;3
FASDD_t_28265.jpg;1
FASDD_t_82556.jpg;0
FASDD_t_24319_1.jpg;1
FASDD_t_25774_1.jpg;1
FASDD_t_36720.jpg;3
FASDD_t_28580_1.jpg;1
FASDD_t_20630_2.jpg;1
FASDD_t_57001.jpg;3
FASDD_t_51776.jpg;3
FASDD_t_74578.jpg;0
FASDD_t_76555.jpg;0
FASDD_t_60566.jpg;3
FASDD_t_24758_1.jpg;1
FASDD_t_83772.jpg;0
FASDD_t_16770.jpg;2
FASDD_t_49310.jpg;3
FASDD_t_83208.jpg;0
FASDD_t_33076.jpg;3
FASDD_t_06529.jpg;2
FASDD_t_76226.jpg;0
FASDD_t_04533.jpg;2
FASDD_t_16831.jpg;2
FASDD_t_43229.jpg;3
FASDD_t_09475.jpg;2
FASDD_t_21371_1.jpg;1
FASDD_t_48092.jpg;3
FASDD_t_22723_2.jpg;1
FASDD_t_85439_1.jpg;0
FASDD_t_76005.jpg;0
FASDD_t_41887.jpg;3
FASDD_t_28525_1.jpg;1
FASDD_t_57683_1.jpg;3
FASDD_t_05141.jpg;2
D-Fire_14326.jpg;0
FASDD_t_39525.jpg;3
FASDD_t_23984_2.jpg;1
FASDD_t_85190.jpg;0
D-Fire_00726.jpg;3
FASDD_t_38230_1.jpg;3
FASDD_t_65636.jpg;3
FASDD_t_41821_1.jpg;3
FASDD_t_19771_1.jpg;1
FASDD_t_59260.jpg;3
FASDD_t_53918.jpg;3
FASDD_t_19821_1.jpg;1
FASDD_t_37367.jpg;3
FASDD_t_09111.jpg;2
FASDD_t_26302_1.jpg;1
FASDD_t_64902.jpg;3
FASDD_t_07005.jpg;2
FASDD_t_28015_2.jpg;1
D-Fire_04912.jpg;1
FASDD_t_59285.jpg;3
FASDD_t_36049.jpg;3
FASDD_t_64478.jpg;3
FASDD_t_14947.jpg;2
FASDD_t_25247_1.jpg;1
FASDD_t_48960.jpg;3
