FILENAME;label
COCO_train_08637.jpg;2
OPENIMAGES_train_55022.jpg;2
OPENIMAGES_train_09976.jpg;0
OPENIMAGES_train_56272.jpg;2
OPENIMAGES_train_50516.jpg;0
OPENIMAGES_train_48266.jpg;1
OPENIMAGES_train_23501.jpg;1
OPENIMAGES_train_27506.jpg;0
OPENIMAGES_train_19877.jpg;0
OPENIMAGES_train_00119.jpg;0
OPENIMAGES_train_10354.jpg;1
OPENIMAGES_train_25583.jpg;0
OPENIMAGES_train_48191.jpg;0
OPENIMAGES_train_62359.jpg;2
OPENIMAGES_train_65904.jpg;0
OPENIMAGES_train_15393.jpg;2
COCO_train_00215.jpg;1
OPENIMAGES_train_37841.jpg;0
OPENIMAGES_train_31632.jpg;2
OPENIMAGES_train_54106.jpg;1
OPENIMAGES_train_11851.jpg;0
COCO_train_04463.jpg;0
OPENIMAGES_train_60776.jpg;0
OPENIMAGES_train_39882.jpg;2
OPENIMAGES_train_32481.jpg;0
OPENIMAGES_train_40352.jpg;0
OPENIMAGES_train_33932.jpg;0
OPENIMAGES_train_49428.jpg;0
OPENIMAGES_train_20915.jpg;1
OPENIMAGES_train_12363.jpg;0
OPENIMAGES_train_62144.jpg;1
OPENIMAGES_train_52045.jpg;1
OPENIMAGES_train_59765.jpg;0
OPENIMAGES_train_04661.jpg;0
OPENIMAGES_train_21871.jpg;2
OPENIMAGES_train_53154.jpg;2
COCO_train_09640.jpg;1
OPENIMAGES_train_04535.jpg;0
OPENIMAGES_train_20252.jpg;0
OPENIMAGES_train_10833.jpg;0
OPENIMAGES_train_52069.jpg;0
OPENIMAGES_train_13054.jpg;0
OPENIMAGES_train_56265.jpg;2
OPENIMAGES_train_44814.jpg;0
OPENIMAGES_train_60189.jpg;2
OPENIMAGES_train_12331.jpg;0
OPENIMAGES_train_65541.jpg;0
COCO_train_10639.jpg;0
OPENIMAGES_train_58300.jpg;0
OPENIMAGES_train_20760.jpg;2
COCO_train_01884.jpg;0
COCO_train_06143.jpg;0
OPENIMAGES_train_01265.jpg;2
OPENIMAGES_train_61409.jpg;2
OPENIMAGES_train_60070.jpg;0
OPENIMAGES_train_14918.jpg;1
OPENIMAGES_train_33415.jpg;0
OPENIMAGES_train_19175.jpg;1
OPENIMAGES_train_41684.jpg;2
OPENIMAGES_train_49433.jpg;1
OPENIMAGES_train_53379.jpg;0
OPENIMAGES_train_56708.jpg;2
COCO_train_03305.jpg;12
OPENIMAGES_train_54873.jpg;2
OPENIMAGES_train_57508.jpg;2
COCO_train_05459.jpg;0
OPENIMAGES_train_59187.jpg;1
OPENIMAGES_train_24315.jpg;0
OPENIMAGES_train_29955.jpg;0
COCO_train_11406.jpg;2
